Geneid	B_DNR_24	B_DNR_3	B_DOX_3	B_EPI_24	B_EPI_3	B_MTX_24	B_VEH_24	B_VEH_3	A_DNR_24	A_DNR_3	A_DOX_24	A_DOX_3	A_MTX_24	A_MTX_3	A_VEH_24	A_VEH_3	C_DNR_24	C_DNR_3	C_DOX_24	C_EPI_24	C_EPI_3	C_MTX_24	C_MTX_3	C_VEH_24	C_VEH_3
chr1.17443059.17444290	36	11	3	8	0	6	1	1	23	5	6	2	12	2	2	1	11	2	15	2	0	4	0	0	0
chr1.17539247.17541041	36	23	22	14	6	25	5	17	15	6	14	10	25	19	23	10	5	3	23	12	6	6	12	22	10
chr1.17568725.17570496	79	33	35	21	6	28	7	32	59	17	27	8	57	24	33	15	25	10	64	25	5	13	10	29	5
chr1.17587540.17588917	29	16	13	10	4	21	4	27	13	8	10	11	42	21	45	23	12	9	36	12	12	7	10	33	0
chr1.17617781.17619807	33	24	19	14	5	46	12	54	23	11	13	11	44	21	48	23	13	7	36	18	9	16	31	53	11
chr1.17874181.17876379	40	27	16	21	7	29	6	20	24	13	7	7	40	19	43	13	17	7	25	9	3	6	15	32	2
chr1.18480388.18481515	26	7	8	6	8	8	1	2	2	2	5	4	6	10	15	8	4	4	9	4	2	1	4	15	3
chr1.18902103.18903207	17	28	31	4	6	29	7	36	10	8	6	13	60	24	56	19	10	10	26	15	8	9	11	54	6
chr1.18921822.18923549	28	20	14	12	2	22	10	12	8	4	6	5	34	14	39	10	11	2	27	13	8	9	10	36	5
chr1.18948873.18950795	31	19	15	13	1	26	3	8	16	9	15	7	22	10	31	12	12	5	33	10	6	3	7	29	3
chr1.18955614.18957593	32	42	34	19	6	30	4	28	17	7	14	10	53	26	42	19	9	1	23	13	2	13	9	36	6
chr1.18965335.18966213	11	11	6	4	6	12	5	14	3	3	4	6	17	5	17	10	5	1	14	9	5	6	6	14	1
chr1.19009937.19011737	46	13	13	15	2	22	9	14	33	7	29	8	29	13	37	14	15	4	27	9	6	10	7	14	3
chr1.19151415.19152212	16	5	9	7	2	13	3	9	20	3	5	0	20	9	19	7	6	0	13	5	5	1	5	15	4
chr1.19209156.19211329	55	57	63	19	22	15	9	20	21	30	18	12	61	26	46	25	18	8	25	12	9	12	17	32	6
chr1.19251154.19252268	34	33	27	9	5	18	5	16	19	11	11	7	39	10	17	16	14	7	30	10	5	5	8	32	1
chr1.19311169.19313099	48	40	39	14	10	20	5	24	13	15	20	10	35	30	39	17	13	6	23	10	7	13	14	34	10
chr1.19484249.19486373	53	71	45	18	20	48	11	37	27	25	19	19	71	34	51	27	25	7	49	15	3	17	27	46	4
chr1.19596212.19597764	37	71	65	4	12	27	6	27	27	28	14	20	79	27	51	26	15	18	32	21	15	15	25	50	7
chr1.19882146.19883120	23	29	16	9	1	8	2	9	7	5	9	5	25	7	16	9	8	1	16	9	5	2	7	13	5
chr1.20507505.20508347	25	28	30	7	7	16	3	8	17	15	10	11	19	24	12	7	13	4	15	6	8	1	12	26	2
chr1.20613333.20614447	32	9	10	6	3	14	9	10	10	5	3	1	35	10	38	6	2	3	13	10	5	5	6	37	2
chr1.20633257.20634352	26	42	23	8	8	10	1	6	12	11	12	5	25	7	15	7	10	4	17	10	4	2	11	15	5
chr1.20660634.20662176	44	53	45	14	7	27	9	25	20	23	19	13	35	25	35	12	14	13	19	9	9	10	14	29	5
chr1.20696377.20697328	34	31	21	9	1	10	2	14	13	9	11	10	42	14	31	6	15	1	13	13	1	6	5	25	3
chr1.20731660.20733878	58	28	20	13	7	23	1	18	34	11	14	9	39	11	26	9	17	4	34	10	5	8	17	22	3
chr1.20785934.20788152	51	76	60	17	8	36	12	25	28	20	18	12	69	20	43	14	20	14	25	10	10	10	28	41	8
chr1.21151862.21152867	9	25	11	6	6	7	4	9	12	12	6	4	12	3	5	5	6	0	8	3	2	1	6	6	1
chr1.21175396.21177410	47	43	60	14	12	22	6	15	34	17	12	10	42	16	34	16	15	11	38	12	4	16	15	34	1
chr1.21261152.21263179	77	25	26	23	10	38	14	26	40	13	17	10	51	17	53	15	18	5	40	18	2	11	10	27	8
chr1.21289346.21290468	25	19	9	15	5	19	2	4	16	6	12	9	22	5	19	6	11	3	31	6	6	2	6	7	3
chr1.21323964.21325270	39	24	10	16	5	22	7	22	29	5	12	8	47	15	22	12	13	2	32	6	6	8	7	24	3
chr1.21345168.21346069	26	16	8	6	1	18	4	7	11	6	8	4	22	5	29	8	2	3	14	4	2	1	6	15	3
chr1.21781672.21784146	89	85	86	28	24	48	5	60	35	34	25	25	110	41	85	30	32	3	48	16	12	7	37	72	9
chr1.21892820.21895103	31	16	10	16	4	18	13	12	20	16	11	9	39	17	45	18	14	5	25	12	7	4	13	27	8
chr1.21896167.21897738	21	19	8	7	2	23	13	24	12	4	9	5	38	20	50	16	10	4	16	9	4	5	19	26	3
chr1.21901320.21902319	18	10	7	7	1	12	2	14	13	6	5	4	35	12	24	15	11	3	22	12	5	5	9	33	0
chr1.21909208.21910423	15	17	11	6	1	14	11	14	18	9	19	9	32	23	45	21	9	8	20	10	6	4	9	26	3
chr1.21911039.21912024	23	15	11	8	7	18	5	9	18	10	9	8	61	16	46	17	8	4	30	13	7	6	14	44	7
chr1.21912833.21915589	28	20	22	18	5	24	10	18	25	13	4	14	78	19	51	23	9	6	27	13	9	3	20	39	7
chr1.21919410.21922784	44	38	34	13	3	49	16	30	32	16	15	11	90	31	92	35	20	10	64	23	14	12	27	73	13
chr1.21926075.21928179	25	18	15	6	4	23	7	9	15	14	8	5	51	10	32	14	6	4	11	10	7	5	4	28	6
chr1.21930536.21934521	58	51	32	15	9	64	12	41	51	14	30	25	130	45	96	45	24	13	70	29	19	25	33	100	17
chr1.21935195.21938085	68	77	54	31	15	57	13	42	50	34	37	31	117	54	98	50	32	9	67	21	16	21	35	89	11
chr1.21939008.21940497	34	30	22	10	2	23	4	13	22	17	11	4	39	9	26	20	7	5	28	2	7	2	7	36	1
chr1.21942000.21945116	54	53	34	17	9	50	13	28	39	18	14	14	47	35	42	23	19	10	63	27	23	12	22	67	20
chr1.21955192.21957316	57	21	25	10	6	24	5	14	41	11	18	8	39	17	23	15	17	7	43	18	4	6	9	25	4
chr1.22024891.22026363	38	36	43	22	6	28	10	22	27	23	22	13	52	29	38	21	15	12	28	10	10	5	12	28	6
chr1.22051992.22054102	61	64	59	18	12	22	5	34	46	25	19	21	58	27	59	11	12	10	33	17	6	5	18	33	12
chr1.22112333.22113406	24	8	7	11	1	16	4	3	11	2	4	5	16	5	12	4	1	4	17	4	2	5	8	23	2
chr1.22418263.22419709	13	12	12	6	6	13	3	17	6	5	7	8	30	4	26	15	10	1	24	8	2	6	10	31	5
chr1.22446906.22448426	22	23	22	6	7	22	7	16	14	9	1	7	63	19	34	11	10	7	39	19	4	5	14	28	5
chr1.22451342.22453031	42	44	41	9	12	22	2	28	23	16	13	12	62	36	36	20	9	5	28	24	8	8	14	49	6
chr1.22710044.22711386	25	25	20	10	6	14	3	15	10	6	15	10	23	12	24	15	14	3	19	12	4	5	14	17	4
chr1.22750009.22751524	35	16	16	10	6	18	1	19	19	6	7	6	28	11	19	14	9	2	18	11	7	5	9	19	3
chr1.23019003.23021255	38	61	47	11	9	19	6	18	25	22	20	7	49	20	32	11	14	8	14	9	3	7	22	32	6
chr1.23166569.23168970	47	96	67	15	17	19	9	23	30	43	23	19	85	28	41	27	16	12	43	23	14	9	24	42	8
chr1.23343108.23345242	66	106	100	20	20	35	10	32	41	40	46	27	104	36	68	31	24	10	52	29	16	19	25	52	10
chr1.23367678.23371556	96	150	138	46	29	53	15	45	86	50	54	28	154	52	81	39	40	17	73	25	20	17	35	99	14
chr1.23393728.23395467	32	18	13	17	3	9	7	8	26	11	13	17	49	19	40	13	3	3	15	7	1	6	7	11	7
chr1.23402611.23404161	28	18	19	10	0	30	8	22	19	10	11	13	36	11	34	18	5	4	26	15	4	5	7	30	5
chr1.23422891.23425765	48	28	32	21	3	26	9	18	52	21	33	13	81	17	50	16	29	6	42	15	12	9	12	34	5
chr1.23482934.23485009	49	53	46	15	10	24	3	27	29	10	12	11	60	20	47	17	16	5	27	8	7	13	13	51	9
chr1.23553736.23557536	76	47	71	30	15	44	12	37	74	36	80	26	163	39	95	35	49	17	86	34	14	17	16	76	8
chr1.23557657.23559996	57	48	37	29	8	25	6	20	52	13	51	12	85	17	52	14	46	8	56	22	5	8	14	35	5
chr1.23561732.23563193	24	31	17	13	5	23	3	17	30	13	24	9	47	13	40	14	17	9	27	17	8	7	14	23	3
chr1.23567770.23569388	17	14	11	6	2	14	14	11	18	9	18	4	42	7	28	13	10	5	22	7	9	4	7	18	2
chr1.23575460.23575945	6	10	10	5	2	3	3	7	6	5	2	1	22	4	23	8	2	0	5	3	0	2	5	11	2
chr1.23576703.23577923	22	21	12	9	7	8	1	14	16	12	22	13	26	9	16	8	9	3	24	8	5	2	12	14	3
chr1.23592282.23593890	69	8	7	23	3	9	3	6	40	5	28	5	25	4	13	5	20	4	28	5	4	4	6	8	0
chr1.23691521.23692684	28	17	30	13	7	15	3	11	22	19	7	4	40	18	15	10	5	5	26	7	4	2	9	19	2
chr1.23742818.23744277	32	38	29	8	9	13	2	15	15	15	11	6	30	20	19	12	8	6	22	8	6	3	8	19	4
chr1.23758745.23759442	18	10	3	12	1	9	4	2	14	4	4	3	11	6	10	4	5	2	10	4	1	3	5	10	2
chr1.23778005.23778975	32	22	18	7	4	19	3	12	11	9	9	9	29	18	26	6	8	6	17	6	7	4	7	26	0
chr1.23790009.23793170	71	53	45	20	19	30	9	21	39	44	28	18	45	25	43	22	22	8	31	9	11	9	15	34	7
chr1.23799433.23801336	37	54	37	17	16	23	7	26	25	17	13	12	41	16	32	19	20	12	33	22	8	7	17	25	11
chr1.23824773.23825572	19	10	22	2	7	11	4	14	10	5	7	2	15	10	13	8	6	3	17	9	4	3	10	11	3
chr1.23958760.23961060	45	64	66	17	17	33	7	31	39	40	24	17	97	29	60	19	17	7	42	18	12	17	34	50	8
chr1.23979592.23980917	37	63	27	14	11	20	2	17	16	21	13	20	58	28	33	11	11	11	32	16	12	3	19	32	5
chr1.24018356.24019631	58	16	16	13	5	35	7	18	27	9	12	9	66	15	36	11	18	7	41	24	7	2	23	29	5
chr1.24022402.24023198	23	5	8	10	1	11	3	9	14	4	4	4	16	5	12	3	6	3	14	4	2	1	3	12	3
chr1.24120155.24120983	25	13	3	6	1	6	3	4	12	3	4	4	10	9	13	6	5	1	9	4	1	0	1	8	2
chr1.24126097.24126570	15	4	2	7	0	3	3	1	17	1	6	2	4	1	3	2	0	0	1	2	1	0	0	0	0
chr1.24149934.24151973	39	36	34	11	6	24	6	28	21	8	9	8	57	10	53	12	11	6	56	24	10	8	10	45	9
chr1.24416384.24417861	38	12	15	12	1	24	5	7	14	4	9	5	35	8	16	5	5	1	14	13	4	12	6	10	0
chr1.24502224.24503399	28	40	24	7	6	15	6	17	9	12	6	8	33	13	18	8	10	8	20	13	1	2	7	18	1
chr1.24641951.24644426	40	77	60	23	19	33	16	21	32	46	28	20	76	23	48	19	15	13	52	13	9	16	26	42	5
chr1.24683302.24684536	25	25	18	15	2	24	11	15	13	8	11	3	30	5	31	17	3	6	23	4	5	9	14	29	8
chr1.24693719.24694977	27	12	10	7	4	14	3	7	12	13	12	5	41	12	36	12	8	0	21	6	8	10	4	24	5
chr1.24744768.24746961	57	72	50	29	14	35	4	39	33	22	27	17	111	21	62	13	24	11	41	22	10	15	17	41	6
chr1.25022122.25023366	14	9	12	4	1	25	9	20	12	4	13	7	27	22	46	14	4	2	14	6	4	5	10	23	3
chr1.25231958.25233500	33	50	50	12	9	14	9	12	29	27	21	21	43	15	33	12	17	9	27	9	3	11	11	22	5
chr1.25239469.25240703	22	11	15	7	4	18	5	19	10	13	10	5	46	12	33	10	8	4	21	11	5	9	6	33	3
chr1.25246575.25248251	20	45	29	10	5	28	1	12	21	17	15	7	64	24	33	11	11	6	16	7	3	6	16	30	11
chr1.25338204.25339168	16	26	29	13	3	10	4	16	15	16	10	8	37	20	26	7	11	7	17	7	10	1	14	24	1
chr1.25429910.25431699	29	57	49	9	13	27	3	32	16	25	12	12	49	18	49	23	12	7	23	12	11	9	10	30	6
chr1.25549255.25550390	11	13	8	17	1	11	2	12	13	6	7	4	14	4	16	12	2	0	8	6	2	3	3	13	2
chr1.25566538.25567748	36	17	10	23	2	14	3	7	19	2	14	8	23	9	26	5	14	2	21	12	8	2	7	21	3
chr1.25616224.25618452	32	28	22	11	7	12	4	12	21	12	25	14	46	10	31	15	16	4	18	12	6	7	5	19	3
chr1.25694948.25697215	66	40	24	22	4	31	8	25	45	4	29	10	52	22	49	18	15	7	43	24	9	7	13	28	3
chr1.25698147.25701481	63	41	33	20	9	36	15	32	62	20	30	17	104	28	76	31	20	9	54	17	11	6	17	50	7
chr1.25727137.25729162	28	18	22	11	5	24	4	26	17	15	12	10	81	19	58	23	11	9	30	18	8	12	19	41	8
chr1.25743413.25744751	19	13	12	3	4	20	3	10	10	10	8	7	32	14	39	17	10	4	8	4	1	5	10	23	7
chr1.25771132.25772263	12	7	11	3	3	13	4	13	9	4	6	7	21	9	23	8	1	0	11	6	3	5	4	13	1
chr1.25799835.25801199	31	16	23	11	4	18	6	8	10	8	18	6	33	20	18	15	6	1	14	7	5	4	14	24	5
chr1.25818768.25821850	64	74	64	22	18	32	13	39	39	40	38	16	76	39	77	32	24	8	51	14	12	18	23	70	10
chr1.25859084.25859781	10	16	12	3	1	12	1	11	8	2	5	4	16	3	6	5	3	2	5	4	1	6	2	5	0
chr1.25874833.25876190	31	18	16	6	5	14	5	11	18	10	14	4	33	13	29	13	19	5	20	5	6	7	10	17	5
chr1.25891954.25893412	29	18	16	12	0	24	8	9	19	4	8	9	37	13	16	8	12	3	29	12	2	7	8	19	3
chr1.25905170.25905846	17	12	14	4	1	15	1	5	6	6	2	2	14	7	21	8	2	4	5	5	2	1	3	9	4
chr1.25997062.25998576	46	31	28	8	3	18	3	15	25	15	16	11	47	12	41	8	15	1	21	13	4	6	14	17	5
chr1.26016447.26018476	47	28	19	13	6	23	10	15	21	15	8	14	54	19	55	22	20	3	54	36	10	13	21	48	9
chr1.26020302.26022739	26	30	35	11	9	27	8	33	14	13	13	11	51	35	63	33	4	4	21	14	4	8	15	54	6
chr1.26035010.26037300	54	49	37	15	13	40	9	44	33	21	31	16	92	22	59	33	22	5	44	11	9	9	16	51	10
chr1.26064500.26068472	101	58	43	20	15	31	7	10	78	34	40	14	80	16	58	28	34	8	71	17	12	16	26	41	9
chr1.26093538.26095406	76	38	47	29	9	36	13	28	47	22	29	15	76	23	49	19	33	9	62	20	12	9	19	58	3
chr1.26101736.26102460	13	10	8	3	2	4	3	0	4	3	16	2	6	8	9	8	3	2	10	4	0	3	8	15	4
chr1.26110652.26112678	58	69	72	27	15	44	10	29	28	32	26	28	88	21	62	23	29	9	29	18	15	12	21	73	15
chr1.26158461.26159822	26	17	25	6	7	15	5	21	17	12	14	13	33	16	36	15	5	8	29	8	8	6	18	36	9
chr1.26161075.26161948	8	10	8	3	6	10	2	10	6	4	8	3	23	8	14	2	8	3	12	2	5	2	5	15	8
chr1.26169415.26170531	28	19	19	10	3	8	4	13	18	7	10	8	17	9	20	6	13	3	21	7	4	3	5	17	2
chr1.26233727.26235328	33	42	42	16	13	24	11	26	23	12	17	16	59	14	52	25	14	6	22	12	5	13	17	36	8
chr1.26254250.26254842	12	12	9	2	1	12	3	9	6	4	1	4	15	10	12	3	3	2	9	5	5	5	7	22	2
chr1.26275695.26277061	29	14	8	16	1	34	8	17	15	8	13	6	22	11	25	7	1	2	19	6	2	5	14	31	1
chr1.26278959.26280870	36	19	25	14	7	21	6	31	24	14	12	6	45	15	25	17	11	0	20	7	4	9	12	26	3
chr1.26284365.26285322	18	14	12	5	1	7	2	13	5	3	9	2	20	11	11	8	3	4	15	4	2	1	8	11	3
chr1.26431975.26432774	21	18	14	10	2	10	2	8	8	10	8	7	13	8	23	8	6	2	8	8	1	8	4	8	4
chr1.26471588.26473491	33	41	26	21	8	24	8	15	19	17	8	13	63	16	53	15	13	4	20	10	9	13	21	34	4
chr1.26500099.26501714	23	22	26	14	8	14	1	10	15	11	5	11	51	15	36	8	12	6	26	12	3	3	9	22	3
chr1.26531019.26531992	28	11	5	14	5	16	7	7	9	9	4	5	17	10	8	11	9	1	14	7	2	2	5	9	2
chr1.26620019.26621747	50	53	55	12	3	40	9	20	19	13	18	26	91	25	35	14	10	6	43	14	7	4	19	50	11
chr1.26692228.26693518	34	28	38	10	12	30	0	13	14	24	18	5	64	22	41	11	12	1	20	6	9	5	9	41	7
chr1.26694909.26698553	99	226	181	38	34	70	19	68	88	109	69	59	170	89	125	47	55	31	109	34	39	28	63	109	18
chr1.26723178.26724198	20	21	10	4	3	15	4	9	17	10	3	4	23	8	23	2	5	1	15	5	0	5	13	17	1
chr1.26744105.26745325	31	20	13	11	1	17	5	9	32	10	13	12	23	9	13	5	9	1	16	13	1	5	7	20	3
chr1.26771204.26772346	24	19	12	5	3	15	3	13	18	8	13	8	18	11	22	7	5	4	13	6	2	5	9	9	3
chr1.26786165.26789287	56	63	61	20	14	48	9	38	42	26	20	23	126	28	78	35	22	11	59	14	16	9	29	62	15
chr1.26826349.26827104	14	13	13	2	1	7	1	7	8	3	10	5	13	9	15	9	3	3	10	2	3	1	6	16	6
chr1.26864330.26865907	43	34	24	19	6	29	4	25	28	8	16	7	43	9	43	17	8	7	29	15	5	11	12	21	2
chr1.26889738.26890764	22	14	14	5	5	12	4	13	7	6	13	6	30	15	28	5	7	4	11	11	7	5	4	22	5
chr1.26899559.26900488	10	28	25	6	5	7	1	4	16	17	6	7	13	11	16	5	4	4	13	5	7	4	4	12	2
chr1.26921440.26922349	17	28	28	9	4	9	2	12	10	8	4	2	26	13	10	9	4	3	8	3	3	2	8	16	1
chr1.26993238.26995328	33	51	41	10	6	22	7	19	15	15	11	12	52	10	29	15	9	4	14	4	7	10	10	23	2
chr1.26998763.26999985	28	30	19	7	4	17	3	16	9	9	11	6	30	18	35	16	9	9	20	4	7	12	9	31	4
chr1.27004341.27005117	10	8	7	2	4	9	3	9	9	6	4	2	19	8	22	11	4	3	11	4	5	4	9	14	3
chr1.27010048.27011668	24	21	21	12	1	23	4	14	15	7	15	4	21	8	27	12	9	4	9	7	0	6	10	23	5
chr1.27012465.27013401	13	36	21	16	2	23	2	21	14	11	12	4	42	19	30	12	12	2	19	8	4	8	12	26	2
chr1.27098988.27100323	14	11	5	8	4	18	2	14	8	6	3	4	28	11	24	7	7	1	12	7	4	5	10	13	2
chr1.27111969.27112606	33	12	7	9	3	18	4	10	19	5	5	3	23	10	16	9	7	3	17	3	2	9	10	10	0
chr1.27233969.27235654	23	32	38	14	13	25	6	16	19	12	11	11	41	9	34	13	10	5	9	14	3	8	17	20	3
chr1.27298835.27301743	47	16	25	14	5	43	16	28	18	15	14	15	48	18	54	18	13	3	39	13	5	10	9	50	13
chr1.27322036.27322995	21	25	29	10	5	15	4	14	17	14	15	7	31	7	32	8	8	3	15	6	4	2	3	20	4
chr1.27342044.27343723	48	18	12	16	2	16	1	9	24	10	18	3	33	12	18	9	12	2	24	14	3	6	9	8	5
chr1.27365343.27367262	52	57	60	16	17	37	7	35	16	18	17	15	57	24	46	24	18	3	29	27	6	5	15	41	12
chr1.27418459.27419118	7	12	8	6	3	8	2	9	2	8	3	3	16	7	17	2	1	1	14	4	4	1	7	19	3
chr1.27427894.27428993	15	7	9	4	7	16	3	10	9	6	1	7	29	10	25	10	6	1	17	5	2	1	12	17	7
chr1.27489538.27490841	63	56	43	25	17	42	8	42	29	23	24	10	75	36	76	20	23	6	46	26	8	6	15	59	8
chr1.27503706.27505676	91	38	39	37	10	34	5	25	53	14	20	11	70	26	50	26	18	12	62	24	5	9	23	55	13
chr1.27519400.27520064	15	6	6	6	2	10	2	5	9	2	3	5	13	14	19	5	3	2	5	0	0	2	2	14	6
chr1.27522290.27524488	23	18	14	8	4	23	10	11	23	17	14	18	40	14	35	21	13	3	22	4	6	4	12	41	3
chr1.27525052.27529985	126	57	51	47	15	81	27	64	100	34	66	22	190	51	137	49	34	12	65	47	20	20	44	122	17
chr1.27536463.27539340	50	32	23	24	7	42	8	25	40	14	21	9	70	20	60	28	26	8	44	12	7	4	17	38	9
chr1.27539774.27541257	27	20	14	3	10	15	1	19	22	12	13	3	32	9	25	5	5	7	22	10	8	5	14	12	2
chr1.27541546.27544542	76	47	39	39	8	50	8	34	75	24	43	18	116	39	76	28	25	17	79	33	14	13	27	55	16
chr1.27555247.27556424	15	7	6	5	4	13	5	10	16	5	8	4	20	4	25	10	10	1	8	6	0	5	4	15	1
chr1.27556829.27558452	31	12	13	3	1	20	7	15	16	12	9	8	34	10	32	20	5	3	14	7	6	8	4	26	1
chr1.27560029.27561397	23	8	7	5	3	13	5	10	15	11	8	4	26	9	20	8	2	2	15	9	6	1	5	17	4
chr1.27563202.27564464	29	11	14	10	3	20	4	13	25	10	15	4	32	9	14	10	7	4	15	9	4	1	11	12	5
chr1.27568026.27573290	101	75	66	46	18	73	15	48	85	46	53	25	124	41	105	43	40	13	77	42	15	21	44	90	17
chr1.27574382.27576344	50	52	38	11	11	31	10	21	30	14	25	15	64	24	38	21	17	5	33	14	7	9	21	38	7
chr1.27592405.27593699	14	7	6	6	1	21	6	12	9	5	10	4	25	5	28	13	4	1	10	2	2	1	11	18	5
chr1.27594087.27595700	13	16	11	5	3	28	13	12	12	11	11	3	33	12	32	15	3	3	15	4	1	8	12	33	6
chr1.27598732.27600019	11	12	15	8	4	17	6	10	11	11	7	7	37	11	15	7	3	2	17	7	1	6	8	17	1
chr1.27601430.27602553	22	14	10	6	2	9	0	6	11	5	13	3	22	14	14	12	10	4	11	5	4	4	8	7	2
chr1.27602660.27604636	26	35	37	7	4	12	7	17	23	16	17	10	46	17	34	13	13	6	19	11	5	12	16	31	3
chr1.27672123.27672941	17	18	11	9	2	8	1	9	5	4	1	4	18	8	22	3	5	2	8	7	6	7	8	13	3
chr1.27725643.27726540	22	28	21	10	9	21	4	10	10	8	9	8	36	10	26	7	12	1	18	9	4	5	9	21	2
chr1.27772796.27774244	40	45	52	12	14	16	3	7	22	23	17	8	40	13	31	16	14	11	14	14	5	8	15	20	0
chr1.27817279.27817607	5	6	4	3	2	10	3	3	1	4	1	3	11	9	12	5	3	0	9	4	3	1	6	13	1
chr1.27830633.27831581	16	17	28	9	7	18	2	14	10	15	7	11	31	10	20	8	5	0	14	5	8	4	7	25	1
chr1.27993806.27994597	4	14	12	6	4	14	4	5	6	5	5	4	29	4	10	10	4	2	13	8	3	0	11	22	3
chr1.28078283.28079341	16	23	11	5	7	14	4	7	13	11	9	4	19	8	9	4	11	6	11	6	2	5	5	16	2
chr1.28087612.28089006	30	55	51	13	13	20	4	11	25	31	19	22	41	15	17	10	4	7	30	9	7	1	9	29	1
chr1.28232137.28233088	23	33	28	5	4	15	3	5	17	11	16	13	17	10	15	3	4	2	12	2	5	1	14	13	1
chr1.28235636.28237222	31	30	40	9	8	21	2	15	22	19	16	15	37	14	33	15	10	11	18	11	7	7	14	21	3
chr1.28246707.28247586	32	29	13	9	4	28	2	13	12	2	5	1	27	5	22	10	9	2	18	7	4	3	4	26	5
chr1.28258957.28261055	60	68	45	30	14	31	3	9	44	23	40	13	66	17	56	14	34	11	46	10	5	13	18	33	5
chr1.28328684.28329594	19	9	11	6	3	5	5	4	8	9	8	7	24	7	3	6	5	1	6	4	3	3	2	10	1
chr1.28369131.28370606	42	53	33	15	11	28	6	17	29	16	19	8	69	19	51	23	17	3	27	5	7	9	12	33	1
chr1.28437458.28438488	24	23	22	7	2	24	4	14	15	15	15	8	50	15	29	10	17	6	14	9	3	8	11	31	2
chr1.28505486.28508235	45	50	47	16	9	33	7	24	37	16	16	14	66	24	34	14	25	7	53	10	15	8	21	36	6
chr1.28518082.28518872	9	6	8	2	4	14	5	12	8	5	3	4	29	9	19	6	2	0	9	2	5	3	7	20	8
chr1.28552784.28553571	19	10	18	4	0	12	1	14	12	6	6	7	22	8	20	9	5	0	8	6	2	3	5	12	4
chr1.28581244.28582274	13	15	19	2	6	9	2	9	5	4	9	4	21	5	21	3	9	2	10	4	4	8	5	12	2
chr1.28642244.28643735	34	33	34	7	6	17	3	12	19	20	10	11	42	17	29	15	13	6	25	11	9	11	17	28	4
chr1.28647753.28649080	30	34	34	6	8	21	3	25	34	14	13	11	80	21	47	20	11	7	32	7	6	10	18	45	7
chr1.28668227.28669963	56	51	46	17	12	26	14	15	28	29	30	13	70	20	44	22	14	8	24	22	10	9	29	42	10
chr1.28735922.28738230	56	68	89	32	17	34	10	29	40	46	21	22	94	31	55	21	18	13	39	13	12	11	31	69	8
chr1.28884363.28885567	22	6	6	5	4	22	1	14	12	5	5	4	38	5	15	10	9	1	7	6	0	11	6	17	0
chr1.28886772.28888330	34	15	16	9	7	26	6	10	16	11	15	13	42	20	36	9	16	6	17	7	4	6	12	23	4
chr1.29122778.29125475	47	32	25	20	8	11	5	17	15	19	23	15	49	18	33	13	22	2	8	8	5	8	12	17	3
chr1.29156609.29157422	22	17	13	10	3	12	1	2	24	4	7	8	14	11	22	10	10	3	16	11	2	6	4	18	1
chr1.29180285.29182351	54	67	61	24	18	20	8	21	28	28	17	20	69	34	43	16	28	9	37	14	9	13	25	25	3
chr1.29202538.29203108	7	9	6	4	3	15	4	5	4	5	5	6	11	5	12	5	5	1	4	8	1	1	3	6	1
chr1.29237014.29240557	78	15	14	23	7	18	7	13	34	4	31	9	28	13	22	16	23	7	24	6	1	6	4	6	3
chr1.29271452.29272710	10	13	9	2	5	12	4	11	8	5	8	9	15	6	19	10	1	2	7	1	4	5	6	29	1
chr1.29282779.29283598	5	11	6	1	1	11	5	3	1	5	5	12	12	6	23	3	0	1	9	2	8	6	5	33	8
chr1.29688371.29689260	31	5	6	18	2	14	2	6	16	0	7	3	4	5	5	3	3	0	10	3	0	9	2	5	0
chr1.29962377.29963206	12	24	10	4	2	16	2	5	5	3	3	4	9	1	11	2	3	1	10	4	1	2	8	12	6
chr1.29972572.29975184	36	47	33	13	15	18	4	19	10	20	6	6	29	17	18	15	20	3	32	13	9	7	9	21	2
chr1.30718110.30719721	34	34	29	21	7	33	4	28	18	16	22	11	66	18	56	30	10	2	20	11	7	13	11	37	5
chr1.30808696.30810428	50	22	19	16	5	22	8	22	34	10	20	11	56	16	30	15	21	5	38	10	6	4	13	29	5
chr1.30816443.30817140	24	5	4	5	1	11	2	8	13	5	11	1	13	6	8	4	7	4	9	4	1	5	5	3	0
chr1.30823326.30824975	70	47	47	20	9	33	16	24	35	22	29	11	73	30	61	20	21	5	53	14	7	14	21	55	7
chr1.30887801.30889141	45	18	21	15	2	39	5	18	35	7	16	11	41	18	36	17	8	4	28	9	5	8	18	32	2
chr1.30933389.30934795	22	15	4	6	3	15	2	14	12	8	7	1	21	3	17	3	11	3	19	3	4	3	9	19	2
chr1.30964453.30965548	46	27	19	10	5	8	5	8	42	14	10	8	33	17	15	6	21	9	20	5	6	6	8	25	4
chr1.31064561.31066112	47	56	56	13	17	27	8	15	28	30	26	15	65	26	24	22	13	9	42	21	7	6	22	35	5
chr1.31154700.31155756	27	23	14	12	8	22	4	23	18	14	11	10	34	17	41	17	11	4	28	13	4	10	11	34	4
chr1.31170604.31171391	20	8	9	10	3	9	3	14	13	6	4	5	17	6	14	10	1	0	14	9	2	2	5	28	2
chr1.31296355.31297847	38	44	27	11	7	19	4	20	14	18	23	8	34	13	23	10	6	2	18	11	7	4	14	30	7
chr1.31367979.31369354	13	28	15	5	1	17	6	7	13	2	4	8	38	14	31	13	7	5	13	9	5	2	4	21	1
